itemid	des	nameid	desid	type	subtype	level	vocation	sex	minlevel	maxlevel	maxnum	limitunm	usecount	ruleid	skillid	skilluserdata	buybackprice	buybackprice_bindgold	sellprice	sellprice_bindgold	lootresid	commoncheckgroupid	validtime	invalidtime	validtime_mode	offline_time_mode	broadcasttype0	broadcastmode0	broadcastid0	broadcastrepeat0	broadcastparam0	soundindex	icon
156	完美的傀儡	20000156	21000156	5	0	1	63	0	1	-1	100	0	1	14	-1	0	0	0	0	0	105	2054	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.wanmeikuilei
157	纤纤留下的书信`	20000157	21000157	5	0	2	63	0	1	-1	1	0	-1	14	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
158	平阳沼泽_残破的龟壳	20000158	21000158	5	0	1	63	0	1	-1	100	0	-1	10	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.posundeguike
159	平阳沼泽_完美的龟壳	20000159	21000159	5	0	2	63	0	1	-1	100	0	-1	1	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.wanzhengdeguike
160	平阳沼泽_蜥蜴皮	20000160	21000160	5	0	1	63	0	1	-1	100	0	-1	14	-1	0	0	0	0	-1	105	2053	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xuanbingsheshipi
161	平阳沼泽_寒霜露水	20000161	21000161	5	0	1	63	0	1	-1	100	0	-1	1	-1	0	0	0	0	-1	105	2053	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.hanshuanglushui
162	平阳沼泽_清水	20000162	21000162	5	0	1	63	0	1	-1	100	0	-1	14	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.yipiaoqingshui
163	平阳沼泽_定心丸	20000163	21000163	5	0	1	63	0	1	-1	100	0	-1	29	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.dingxinwan
164	平阳沼泽_日华城军机	20000164	21000164	5	0	1	63	0	1	-1	100	0	-1	1	-1	0	0	0	0	-1	105	8172	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
165	平阳沼泽_紫火真元	20000165	-1	5	0	1	63	0	1	-1	100	0	-1	14	-1	0	0	0	0	-1	105	2053	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.zihuozhenyuan
166	平阳沼泽_超大定心丸	20000166	21000166	5	0	1	63	0	-1	-1	100	0	-1	14	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.dadingxinwan
167	平阳沼泽_火焰花	20000167	-1	5	0	1	63	0	1	-1	6	0	-1	1	0	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.rongyanhua
168	平阳沼泽_熔岩酒	20000168	20000168	5	0	1	63	0	-1	-1	1	0	-1	1	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.Wine04
169	雷泽城_吐真粉	20000169	20000169	5	0	1	63	0	-1	-1	100	0	99	1	-1	0	0	0	0	-1	105	7015	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dfyt
170	雷泽城_赤色锦囊	20000170	20000170	5	0	2	63	0	-1	-1	1	0	-1	1	-1	0	0	0	0	-1	105	7012	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.hong
171	雷泽城_丝帕	20000171	20000171	5	0	2	63	0	-1	-1	100	0	99	1	-1	0	0	0	0	-1	105	7016	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.sipa
172	雷泽城_一袋金子	13000087	13000087	5	0	2	63	0	1	-1	100	0	99	1	-1	0	0	0	0	-1	105	7017	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.jinzi
173	雷泽城_扫帚	20000173	21000173	5	0	1	63	0	-1	-1	100	0	-1	1	-1	0	0	0	0	-1	105	7014	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.saozhou
174	雷泽城_香火	20000174	21000174	5	0	1	63	0	-1	-1	100	0	-1	1	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xianghuo
175	可疑土堆	20000175	21000175	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.zhouzi
176	遗弃的女子衣物	20000176	21000176	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.keyiyiwu
177	野熊皮	20000177	21000177	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xiongpi
178	一块毛皮	20000178	21000178	5	0	1	63	0	1	-1	6	0	-1	14	-1	0	0	2	0	0	105	7037	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.tidaobishou
179	兽肉	20000179	21000179	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.shourou
180	鱼腥草	20000180	21000180	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.yuxingcao
181	醒神丸	20000181	21000181	5	0	1	63	0	1	-1	100	0	-1	32	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xingshenwan
182	神秘地图	20000182	21000182	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure02
183	镖师信函	20000183	21000183	5	0	1	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
184	地字营令牌	20000184	21000184	5	0	1	63	0	1	-1	100	0	-1	1	-1	0	0	2	0	0	105	999	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.di
185	天字营令牌	20000185	21000185	5	0	1	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	999	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.tian
186	调兵令	20000186	21000186	5	0	1	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.diaobingling
187	火药	20000187	21000187	5	0	2	63	0	1	-1	1	0	99	1	-1	0	0	2	0	0	105	7005	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.huoyao
188	平阳沼泽_药葫芦	20000188	-1	5	0	1	63	0	-1	-1	100	0	-1	1	0	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.yaohulu
189	平阳沼泽_莫逐风的书信	20000189	21000189	5	0	1	63	0	1	-1	1	0	-1	1	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
190	平阳沼泽_熔岩酒	20000190	21000190	5	0	1	63	0	-1	-1	1	0	-1	1	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.chencu
191	平阳沼泽_噬蛊	20000191	21000191	5	0	1	63	0	-1	-1	1	0	99	14	-1	0	0	0	0	-1	105	8007	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.shigu
192	平阳沼泽_灵虎葫芦	20000192	21000192	5	0	3	63	0	1	-1	99	0	99	1	-1	0	0	1	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.lihuhulu
193	五色念珠	20000193	21000193	5	0	3	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.wusenianzhu
194	窃贼的书信	20000194	21000194	5	0	2	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
195	书信背面	20000195	21000195	5	0	2	63	0	1	-1	1	0	-1	1	-1	0	0	2	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.xueshu
196	五花十叶	20000196	21000196	5	0	2	63	0	1	-1	6	0	-1	14	-1	0	0	2	0	0	105	7038	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.wuhuashiyecao
197	雷泽城_黄色锦囊	20000197	21000197	5	0	2	63	0	-1	-1	1	0	-1	1	-1	0	0	0	0	-1	105	7013	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.huang
198	故人之物	20000198	21000198	5	0	1	63	0	1	-1	6	0	-1	14	-1	0	0	2	0	0	105	7018	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Antique06
199	回神草	20000199	21000199	5	0	1	63	0	1	-1	6	0	-1	1	-1	0	0	2	0	0	105	7018	-1	-1	-1	0	0	0	0	0	0	0	Item/Quest.zacao
200	(废弃)新手送的绑定食物	20000200	21000201	0	0	1	63	0	1	-1	99	0	-1	5	309	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food01
201	(废弃)1级商店食物	20000201	21000201	0	0	1	63	0	1	-1	99	0	-1	5	309	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food01
202	1级商店食物	20000202	21000202	0	0	1	63	0	1	-1	99	0	-1	5	309	0	0	14	0	13	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food02
203	20级商店食物	20000203	21000203	0	0	1	63	0	20	-1	99	0	-1	5	309	0	0	68	0	67	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food04
204	30级商店食物	20000204	21000204	0	0	1	63	0	30	-1	99	0	-1	5	309	0	0	143	0	142	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food05
205	40级商店食物	20000205	21000205	0	0	1	63	0	40	-1	99	0	-1	5	309	0	0	226	0	225	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food06
206	50级商店食物	20000206	21000206	0	0	1	63	0	50	-1	99	0	-1	5	309	0	0	418	0	417	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food07
207	60级商店食物	20000207	21000207	0	0	1	63	0	60	-1	99	0	-1	5	309	0	0	668	0	667	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food08
208	50级商店食物[暂未启用]	20000208	21000208	0	0	1	63	0	50	-1	99	0	-1	5	309	0	0	548	0	547	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food09
209	55级商店食物[暂未启用]	20000209	21000209	0	0	1	63	0	55	-1	99	0	-1	5	309	0	0	593	0	592	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.Food10
241	（废弃）10级攻击食物	20000241	21000241	0	0	2	63	0	10	-1	99	0	-1	0	313	0	0	42	0	41	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.yzyt
242	20级攻击食物	20000242	21000242	0	0	2	63	0	20	-1	99	0	-1	0	313	0	0	178	0	177	105	8501	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.fjyt
243	30级攻击食物	20000243	21000243	0	0	2	63	0	30	-1	99	0	-1	0	313	0	0	354	0	353	105	8502	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.ncyt
244	40级攻击食物	20000244	21000244	0	0	3	63	0	40	-1	99	0	-1	0	313	0	0	1218	0	1217	105	8503	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dxyt
245	50级攻击食物	20000245	21000245	0	0	3	63	0	50	-1	99	0	-1	0	313	0	0	2206	0	2205	105	8504	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dnyt
246	60级攻击食物	20000246	21000246	0	0	4	63	0	60	-1	99	0	-1	0	313	0	0	3625	0	3624	105	8505	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.zqyt
247	(废弃)55级攻击食物	20000247	21000247	0	0	2	63	0	55	-1	99	0	-1	10	313	0	0	44488	0	44487	105	8506	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.cctls
262	20级全属性攻食物	20000262	21000262	0	0	2	63	0	20	-1	99	0	-1	0	313	0	0	178	0	177	105	8483	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.huyut
263	30级全属性攻食物	20000263	21000263	0	0	2	63	0	30	-1	99	0	-1	0	313	0	0	354	0	353	105	8484	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xlyt
264	40级全属性攻食物	20000264	21000264	0	0	3	63	0	40	-1	99	0	-1	0	313	0	0	1218	0	1217	105	8485	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.jbyt
265	50级全属性攻食物	20000265	21000265	0	0	3	63	0	50	-1	99	0	-1	0	313	0	0	2206	0	2205	105	8486	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dlyt
266	60级全属性攻食物	20000266	21000266	0	0	4	63	0	60	-1	99	0	-1	0	313	0	0	3625	0	3624	105	8487	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.jjyt
282	20级全属性防食物	20000282	21000282	0	0	2	63	0	20	-1	99	0	-1	0	313	0	0	178	0	177	105	8492	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hwyt
283	30级全属性防食物	20000283	21000283	0	0	2	63	0	30	-1	99	0	-1	0	313	0	0	354	0	353	105	8493	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dhyt
284	40级全属性防食物	20000284	21000284	0	0	3	63	0	40	-1	99	0	-1	0	313	0	0	1218	0	1217	105	8494	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.gzyt
285	50级全属性防食物	20000285	21000285	0	0	3	63	0	50	-1	99	0	-1	0	313	0	0	2206	0	2205	105	8495	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hlyt
286	60级全属性防食物	20000286	21000286	0	0	4	63	0	60	-1	99	0	-1	0	313	0	0	3625	0	3624	105	8496	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xyyt
301	10级普通食物	20000301	40141501	0	0	1	63	0	5	-1	99	0	-1	0	309	0	0	18	0	17	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.qzly
302	20级普通食物	20000302	40141502	0	0	2	63	0	20	-1	99	0	-1	0	309	0	0	72	0	71	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.djyt
303	30级普通食物	20000303	40141503	0	0	2	63	0	30	-1	99	0	-1	0	309	0	0	142	0	141	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hmly
304	40级普通食物	20000304	40141504	0	0	3	63	0	40	-1	99	0	-1	0	309	0	0	488	0	487	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.bcqy
305	50级普通食物	20000305	40141505	0	0	3	63	0	50	-1	99	0	-1	0	309	0	0	883	0	882	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.szcy
306	60级普通食物	20000306	40141506	0	0	4	63	0	60	-1	99	0	-1	0	309	0	0	1451	0	1450	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hsny
307	70级普通食物	20000307	40141507	0	0	4	63	0	70	-1	99	0	-1	0	309	0	0	1974	0	1973	105	8160	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.tkhy
321	（废弃）10级防御食物	20000321	40141521	0	0	2	63	0	10	-1	99	0	-1	0	313	0	0	42	0	41	105	8101	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.bwyg
322	20级护甲食物	20000322	40141522	0	0	2	63	0	20	-1	99	0	-1	0	313	0	0	178	0	177	105	8101	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.bqym
323	30级护甲食物	20000323	40141523	0	0	2	63	0	30	-1	99	0	-1	0	313	0	0	354	0	353	105	8102	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.ylyw
324	40级护甲食物	20000324	40141524	0	0	3	63	0	40	-1	99	0	-1	0	313	0	0	1218	0	1217	105	8103	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.thyg
325	50级护甲食物	20000325	40141525	0	0	3	63	0	50	-1	99	0	-1	0	313	0	0	2206	0	2205	105	8104	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xfyb
326	60级护甲食物	20000326	40141526	0	0	4	63	0	60	-1	99	0	-1	0	313	0	0	3625	0	3624	105	8105	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.qlyg
327	（废弃）55级防御食物	20000327	40141527	0	0	4	63	0	55	-1	99	0	-1	10	313	0	0	44488	0	44487	105	8106	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xhyp
341	（废弃）10级金抗食物	20000341	21000341	0	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hyt
342	（废弃）20级金抗食物	20000342	40141542	0	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8110	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.huyut
343	（废弃）30级金抗食物	20000343	40141543	0	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8111	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xlyt
344	（废弃）40级金抗食物	20000344	40141544	0	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8112	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.jbyt
345	（废弃）50级金抗食物	20000345	40141545	0	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8113	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dlyt
346	（废弃）60级金抗食物	20000346	40141546	0	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8114	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.jjyt
347	（废弃）55级金防食物	20000347	40141547	0	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8115	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.wyyt
351	（废弃）10级木抗食物	20000351	21000351	0	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	0	-1	0	0	0	0	0	0	0	Item/Food.xfyt
352	（废弃）20级木抗食物	20000352	40141552	0	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8119	-1	0	-1	0	0	0	0	0	0	0	Item/Food.dcyt
353	（废弃）30级木抗食物	20000353	40141553	0	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8120	-1	0	-1	0	0	0	0	0	0	0	Item/Food.lxyt
354	（废弃）40级木抗食物	20000354	40141554	0	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8121	-1	0	-1	0	0	0	0	0	0	0	Item/Food.qzyt
355	（废弃）50级木抗食物	20000355	40141555	0	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8122	-1	0	-1	0	0	0	0	0	0	0	Item/Food.bgyf
356	（废弃）60级木抗食物	20000356	40141556	0	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8123	-1	0	-1	0	0	0	0	0	0	0	Item/Food.gtyt
361	（废弃）10级水抗食物	20000361	21000361	0	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.sxyt
362	（废弃）20级水抗食物	20000362	40141562	0	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8128	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.ssyt
363	（废弃）30级水抗食物	20000363	40141563	0	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8129	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.mxyt
364	（废弃）40级水抗食物	20000364	40141564	0	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8130	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.bsyt
365	（废弃）50级水抗食物	20000365	40141565	0	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8131	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.ztyt
366	（废弃）60级水抗食物	20000366	40141566	0	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8132	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.yjyt
367	（废弃）55级水防食物	20000367	40141567	0	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8133	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.lyyt
371	（废弃）10级火抗食物	20000371	21000371	0	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	0	-1	0	0	0	0	0	0	0	Item/Food.yzyt
372	（废弃）20级火抗食物	20000372	40141572	0	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8137	-1	0	-1	0	0	0	0	0	0	0	Item/Food.fjyt
373	（废弃）30级火抗食物	20000373	40141573	0	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8138	-1	0	-1	0	0	0	0	0	0	0	Item/Food.ncyt
374	（废弃）40级火抗食物	20000374	40141574	0	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8139	-1	0	-1	0	0	0	0	0	0	0	Item/Food.dxyt
375	（废弃）50级火抗食物	20000375	40141575	0	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8140	-1	0	-1	0	0	0	0	0	0	0	Item/Food.dnyt
376	（废弃）60级火抗食物	20000376	40141576	0	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8141	-1	0	-1	0	0	0	0	0	0	0	Item/Food.zqyt
381	（废弃）10级土抗食物	20000381	21000381	0	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dfyt
382	（废弃）20级土抗食物	20000382	40141582	0	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8146	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hwyt
383	（废弃）30级土抗食物	20000383	40141583	0	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8147	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.dhyt
384	（废弃）40级土抗食物	20000384	40141584	0	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8148	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.gzyt
385	（废弃）50级土抗食物	20000385	40141585	0	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8149	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.hlyt
386	（废弃）60级土抗食物	20000386	40141586	0	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8150	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.xyyt
387	（废弃）55级土防食物	20000387	40141587	0	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8128	-1	-1	-1	0	0	0	0	0	0	0	Item/Food.jfyt
400	建设令A	20000400	21000400	4	0	1	63	0	20	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
401	（GM道具）15级建设令	20000401	21000401	4	0	2	63	0	15	-1	99	0	1	10	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
402	（废弃）20级建设令	20000402	21000402	4	0	2	63	0	20	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
403	（废弃）25级建设令	20000403	21000403	4	0	2	63	0	25	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
404	（废弃）30级建设令	20000404	21000404	4	0	2	63	0	30	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
405	（废弃）35级建设令	20000405	21000405	4	0	2	63	0	35	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
406	（废弃）40级建设令	20000406	21000406	4	0	2	63	0	40	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
407	（废弃）45级建设令	20000407	21000407	4	0	2	63	0	45	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
408	（废弃）50级建设令	20000408	21000408	4	0	2	63	0	50	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
409	（废弃）55级建设令	20000409	21000409	4	0	2	63	0	55	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
410	（废弃）60级建设令	20000410	21000410	4	0	2	63	0	60	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
411	（废弃）65级建设令	20000411	21000411	4	0	2	63	0	60	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
412	（废弃）70级建设令	20000412	21000412	4	0	2	63	0	70	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
413	（废弃）75级建设令	20000413	21000413	4	0	2	63	0	70	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
414	（废弃）80级建设令	20000414	21000414	4	0	2	63	0	80	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
415	（废弃）85级建设令	20000415	21000415	4	0	2	63	0	80	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
416	（废弃）90级建设令	20000416	21000416	4	0	2	63	0	90	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
417	（废弃）95级建设令	20000417	21000417	4	0	2	63	0	90	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
418	（废弃）100级建设令	20000418	21000418	4	0	2	63	0	100	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	0	-1	0	0	0	0	0	0	0	Item/Sundries.Guild01
450	高级建设令B	20000450	21000450	4	0	1	63	0	20	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild02
451	（废弃）15级高级建设令	20000451	21000451	4	0	2	63	0	15	-1	99	0	1	10	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild02
452	（废弃）20级高级建设令	20000452	21000452	4	0	2	63	0	20	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild02
453	（废弃）25级高级建设令	20000453	21000453	4	0	2	63	0	25	-1	99	0	1	36	-1	0	0	2	0	1	105	8004	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Guild02
